"Date","Price","Open","High","Low","Vol.","Change %"
"01/09/2022","23.6520","23.0780","24.1250","22.9150","174.76K","2.49%"
"01/08/2022","23.0780","23.6750","24.5280","22.5050","307.03K","-2.43%"
"01/07/2022","23.6530","24.7290","24.8040","22.7740","373.06K","-4.35%"
"01/06/2022","24.7290","24.4550","24.8830","23.6770","290.34K","1.13%"
"01/05/2022","24.4530","26.0150","27.2190","23.5620","384.52K","-6.00%"
"01/04/2022","26.0140","26.6190","26.9420","25.9060","263.90K","-2.27%"
"01/03/2022","26.6190","27.0100","27.3370","25.9790","198.57K","-1.42%"
"01/02/2022","27.0020","26.3900","27.3250","26.0970","203.76K","2.32%"
"01/01/2022","26.3900","25.6570","26.5310","25.6570","133.80K","2.70%"
"12/31/2021","25.6950","26.1240","26.8880","24.9780","201.54K","-1.66%"
"12/30/2021","26.1280","26.0740","26.7590","25.2440","227.74K","0.21%"
"12/29/2021","26.0740","27.0040","27.2500","25.8840","215.35K","-3.42%"
"12/28/2021","26.9980","29.5890","29.5930","26.5890","282.48K","-8.69%"
"12/27/2021","29.5680","29.5340","30.5740","29.4170","228.07K","0.17%"
"12/26/2021","29.5180","29.4750","29.6280","28.6320","175.43K","0.17%"
"12/25/2021","29.4670","28.9320","29.9840","28.8150","170.70K","1.84%"
"12/24/2021","28.9350","29.7110","29.8940","28.6770","297.14K","-2.64%"
"12/23/2021","29.7200","27.2870","29.8770","26.9910","351.65K","8.87%"
"12/22/2021","27.2990","26.3850","27.9810","26.2620","244.09K","3.45%"
"12/21/2021","26.3880","25.6710","26.6060","25.4470","249.47K","2.84%"
"12/20/2021","25.6590","25.3340","25.8330","24.0670","337.25K","1.27%"
"12/19/2021","25.3370","25.9000","26.4230","25.3050","193.14K","-2.12%"
"12/18/2021","25.8870","25.4130","26.2570","24.9550","179.71K","1.75%"
"12/17/2021","25.4420","26.4700","27.0120","24.8480","343.87K","-3.84%"
"12/16/2021","26.4590","27.1630","28.5360","26.3700","383.00K","-2.59%"
"12/15/2021","27.1630","26.3640","27.5250","24.9140","355.64K","2.97%"
"12/14/2021","26.3790","25.3160","26.7220","24.9010","342.93K","4.21%"
"12/13/2021","25.3140","28.1610","28.2830","24.8280","382.37K","-10.16%"
"12/12/2021","28.1780","28.0220","28.4850","27.2690","209.71K","0.62%"
"12/11/2021","28.0040","26.7820","28.1540","26.3740","264.16K","4.57%"
"12/10/2021","26.7790","27.9410","28.8330","26.6970","380.27K","-4.19%"
"12/09/2021","27.9500","31.1450","31.2410","27.9200","390.97K","-10.19%"
"12/08/2021","31.1210","29.6940","31.6430","29.1660","582.56K","4.81%"
"12/07/2021","29.6940","29.3580","30.5140","29.0640","342.02K","1.00%"
"12/06/2021","29.4000","28.2190","29.5890","25.9870","806.99K","4.18%"
"12/05/2021","28.2200","29.6270","30.3650","27.2370","673.88K","-4.78%"
"12/04/2021","29.6370","35.0760","35.0760","22.9940","1.23M","-15.37%"
"12/03/2021","35.0190","36.5360","38.2890","33.7540","429.81K","-4.20%"
