"Date","Price","Open","High","Low","Vol.","Change %"
"01/06/2022","2.9230","2.8910","2.9370","2.8140","15.43M","1.00%"
"01/05/2022","2.8940","3.1680","3.2290","2.7820","21.69M","-8.68%"
"01/04/2022","3.1690","3.1950","3.2570","3.1420","11.04M","-0.78%"
"01/03/2022","3.1940","3.2510","3.2510","3.1370","10.65M","-1.75%"
"01/02/2022","3.2510","3.1570","3.2740","3.1340","11.79M","3.21%"
"01/01/2022","3.1500","3.0350","3.1500","3.0340","6.91M","3.79%"
"12/31/2021","3.0350","3.0770","3.1500","2.9770","12.26M","-1.36%"
"12/30/2021","3.0770","3.0300","3.1170","2.9690","12.13M","1.62%"
"12/29/2021","3.0280","3.1290","3.2140","3.0130","15.28M","-3.20%"
"12/28/2021","3.1280","3.3920","3.3920","3.1090","17.16M","-7.76%"
"12/27/2021","3.3910","3.3960","3.4980","3.3700","11.90M","-0.12%"
"12/26/2021","3.3950","3.4060","3.4140","3.3170","10.11M","-0.35%"
"12/25/2021","3.4070","3.3800","3.4450","3.3580","11.03M","0.95%"
"12/24/2021","3.3750","3.5030","3.5120","3.3600","13.27M","-3.52%"
"12/23/2021","3.4980","3.3510","3.5280","3.3110","17.72M","4.36%"
"12/22/2021","3.3520","3.3100","3.4260","3.2930","15.54M","1.24%"
"12/21/2021","3.3110","3.1880","3.3570","3.1740","19.25M","3.99%"
"12/20/2021","3.1840","3.1840","3.3360","3.0930","25.19M","-0.13%"
"12/19/2021","3.1880","3.2420","3.3060","3.1750","13.27M","-1.73%"
"12/18/2021","3.2440","3.1570","3.3070","3.1090","11.89M","2.82%"
"12/17/2021","3.1550","3.2090","3.2660","3.0580","19.15M","-1.71%"
"12/16/2021","3.2100","3.3620","3.3880","3.1970","20.99M","-4.61%"
"12/15/2021","3.3650","3.3520","3.4780","3.1390","38.32M","0.27%"
"12/14/2021","3.3560","3.0910","3.4250","3.0510","47.70M","8.61%"
"12/13/2021","3.0900","3.3310","3.3940","3.0090","29.58M","-7.29%"
"12/12/2021","3.3330","3.4130","3.5050","3.2450","22.73M","-2.03%"
"12/11/2021","3.4020","3.0400","3.5630","2.9910","53.56M","12.06%"
"12/10/2021","3.0360","3.2240","3.3360","3.0250","25.60M","-5.63%"
